0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,22,22,22,22,22,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,23,23,23,23,23,23,23,23,23,0,0,0,0,0,0,0,0,0,21,23,23,23,23,23,23,0,0,0,0,0,0,0,0,21,23,23,23,23,23,23,23,23,23,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,22,22,22,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,22,22,22,22,22,21,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,21,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,0,0,22,22,22,22,22,22,22,22,21,71,0,0,0,0,71,71,71,0,0,22,22,22,22,22,22,22,22,21,0,0,0,71,71,0,0,22,22,22,22,22,22,22,21,0,0,71,0,71,0,0,71,71,0,0,0,0,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,23,23,23,23,23,23,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,23,23,23,23,23,23,23,23,23,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,71,0,0,0,0,21,23,23,23,23,23,0,0,0,0,0,0,0,21,0,0,0,0,0,0,22,22,22,22,22,21,0,0,71,0,0,0,0,0,71,71,0,0,71,0,0,0,0,72,0,71,71,0,0,0,0,21,72,0,0,0,0,0,0,72,0,0,0,71,0,71,0,71,72,0,21,0,0,0,0,72,0,0,0,0,0,72,71,71,0,21,0,0,72,0,0,0,0,71,72,0,0,0,0,0,71,0,0,0,0,0,71,0,0,0,0,0,0,0,21,0,0,0,0,71,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,23,23,23,23,23,23,23,0,0,0,0,0,0,0,71,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,22,22,22,22,21,0,0,0,0,0,0,0,0,0,0,0,21,0,0,72,0,0,0,0,0,71,72,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,71,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,72,0,0,0,22,22,22,22,21,23,23,23,0,71,0,0,0,0,0,0,0,21,23,23,23,23,23,23,23,23,23,0,0
0,0,0,0,0,0,0,22,22,22,22,22,22,22,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,71,0,0,21,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,71,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,71,0,0,21,71,91,0,0,71,0,0,0,0,0,0,0,21,0,0,0,0,71,71,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,23,23,23,23,23,23,23,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,22,21,23,23,23,23,23,23,23,0,0,71,0,0,21,23,23,23,23,23,23,23,23,0,22,22,21,23,23,23,23,23,23,23,0,0,0,0,0,71,0,0,0,22,22,22,22,22,22,22,22,22,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,23,23,23,23,23,23,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,71,0,0,21,0,0,0,0,71,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,21,23,23,23,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,71,0,0,0,0,0,0,72,21,0,0,0,0,71,71,0,0,0,0,0,0,71,0,0,0,0,0,0,71,0,71,71,0,0,21,0,0,0,0,0,0,0,0,0,0,22,22,22,22,22,22,22,22,21,0,0,0,91,0,0,0,0,0,0,0,0,0,0,21,23,23,23,23,23,23,23,23,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,71,0,22,22,22,22,22,22,21,23,23,23,23,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,71,0,71,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,71,0,71,21,0,0,0,0,0,0,0,0,22,22,22,22,22,22,21,0,0,71,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,3,0,71,0,71,0,0,0,0,0,21,0,71,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,23,23,23,23,23,23,23,0,0,0,22,22,22,22,22,22,22,22,22,22,22,21,23,23,23,23,23,0,0,0,22,22,22,22,21,23,23,23,23,23,23,0,0,0,22,22,21,23,23,23,23,23,23,23,23,23,23,23,0,71,0,0,0,0,0,0,71,0,0,0,0,0,21,23,23,23,23,23,23,0,0,0,0,0,0,71,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,71,0,0,0,21,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,4,4,4,4,4,4,4,0,71,0,71,0,0,0,0,0,21,0,71,0,0,0,0,0,0,0,0,0
